,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity,target
2502,9.4,0.045,0.36,0.99556,8.6,11.0,3.17,4.0,1.4,0.47,119.0,0.34,1
2503,9.4,0.045,0.36,0.99556,8.6,11.0,3.17,4.0,1.4,0.47,119.0,0.34,1
2504,9.4,0.054,0.28,0.99543,8.5,54.0,3.21,6.0,3.1,0.43,174.0,0.3,1
2505,9.4,0.053,0.41,0.99886,7.4,37.0,3.2,6.0,14.1,0.63,194.0,0.4,1
2506,9.7,0.044,0.34,0.99526,6.6,63.0,3.22,6.0,7.7,0.48,212.0,0.32,1
2507,12.3,0.032,0.31,0.99166,7.1,36.0,3.35,7.0,5.2,0.47,140.0,0.34,1
2508,9.8,0.045,0.25,0.99691,6.6,45.0,3.33,6.0,11.6,0.43,178.0,0.26,1
2509,9.0,0.053,0.57,0.99732,8.0,18.0,3.12,5.0,10.4,0.68,134.0,0.27,1
2510,9.2,0.045,0.45,0.99573,6.2,46.0,3.26,6.0,7.5,0.46,203.0,0.28,1
2511,9.4,0.058,0.49,0.99656,6.2,68.0,3.19,6.0,11.2,0.6,215.0,0.3,1
2512,9.9,0.043,0.29,0.99112,5.6,20.0,3.28,6.0,0.8,0.48,67.0,0.175,1
2513,9.8,0.032,0.36,0.99214,6.9,13.0,3.07,5.0,1.4,0.52,145.0,0.34,1
2514,12.3,0.029,0.3,0.99165,6.9,34.0,3.36,7.0,4.7,0.49,148.0,0.34,1
2515,11.9,0.018,0.3,0.99004,7.1,15.0,3.02,7.0,3.1,0.52,37.0,0.12,1
2516,10.2,0.038,0.29,0.99463,7.1,33.0,3.27,6.0,4.0,0.64,170.0,0.32,1
2517,9.5,0.034,0.29,0.99683,7.3,61.0,3.14,6.0,11.3,0.56,224.0,0.51,1
2518,11.9,0.018,0.3,0.99004,7.1,15.0,3.02,7.0,3.1,0.52,37.0,0.12,1
2519,9.2,0.04,0.55,0.99596,6.3,67.0,3.24,5.0,8.1,0.5,216.0,0.24,1
2520,9.7,0.054,0.23,0.99898,7.5,28.0,3.18,5.0,14.8,0.49,174.0,0.41,1
2521,11.5,0.029,0.33,0.99114,6.5,35.0,3.36,7.0,1.4,0.6,138.0,0.18,1
2523,11.6,0.053,0.38,0.99306,8.2,41.0,3.22,5.0,3.5,0.41,174.0,0.2,1
2524,9.7,0.054,0.23,0.99898,7.5,28.0,3.18,5.0,14.8,0.49,174.0,0.41,1
2526,11.5,0.029,0.33,0.99114,6.5,35.0,3.36,7.0,1.4,0.6,138.0,0.18,1
2527,10.2,0.036,0.35,0.99342,7.3,29.0,3.27,6.0,1.5,0.51,108.0,0.16,1
2528,9.8,0.037,0.37,0.99345,6.4,27.0,3.38,6.0,1.5,0.5,109.0,0.16,1
2529,9.0,0.044,0.13,0.99772,6.6,26.0,3.24,5.0,12.8,0.47,158.0,0.42,1
2530,10.5,0.036,0.12,0.99239,5.8,57.0,3.38,6.0,1.6,0.59,163.0,0.3,1
2531,9.4,0.049,0.27,0.99502,6.7,8.0,3.16,4.0,7.1,0.38,178.0,0.54,1
2532,9.4,0.049,0.27,0.99502,6.7,8.0,3.16,4.0,7.1,0.38,178.0,0.54,1
2533,10.8,0.046,0.3,0.99479,6.4,53.0,3.21,5.0,11.2,0.34,149.0,0.22,1
2534,10.7,0.043,0.3,0.99207,6.8,19.0,3.17,7.0,1.7,0.46,95.0,0.23,1
2535,10.6,0.029,0.34,0.99497,9.0,21.0,3.08,6.0,6.7,0.5,162.0,0.26,1
2536,9.2,0.046,0.25,0.99828,6.5,15.0,3.15,6.0,17.3,0.42,110.0,0.23,1
2537,9.5,0.032,0.14,0.99542,5.9,30.0,3.28,6.0,8.6,0.44,142.0,0.28,1
2538,9.5,0.032,0.14,0.99542,5.9,30.0,3.28,6.0,8.6,0.44,142.0,0.28,1
2539,10.0,0.028,0.18,0.99228,6.2,20.0,3.41,5.0,1.5,0.5,111.0,0.27,1
2540,10.6,0.03,0.34,0.99706,9.0,34.0,3.13,5.0,12.1,0.47,177.0,0.29,1
2541,10.6,0.029,0.34,0.99497,9.0,21.0,3.08,6.0,6.7,0.5,162.0,0.26,1
2542,10.6,0.029,0.34,0.99669,8.9,19.5,3.13,5.0,10.7,0.48,166.0,0.27,1
2543,9.2,0.046,0.25,0.99828,6.5,15.0,3.15,6.0,17.3,0.42,110.0,0.23,1
2544,11.0,0.036,0.3,0.99269,6.9,28.0,3.24,6.0,1.8,0.48,117.0,0.32,1
2545,11.2,0.041,0.24,0.99196,7.2,17.0,3.25,6.0,1.4,0.53,159.0,0.22,1
2546,9.6,0.046,0.38,0.99662,6.7,26.0,3.32,5.0,7.5,0.54,175.0,0.5,1
2547,9.4,0.052,0.14,0.99475,6.2,27.0,3.21,5.0,4.8,0.48,128.0,0.33,1
2548,9.5,0.045,0.42,0.99544,6.3,62.0,3.2,6.0,7.1,0.53,209.0,0.26,1
2549,9.3,0.052,0.47,0.99944,7.5,51.0,3.09,5.0,16.9,0.62,188.0,0.2,1
2550,9.4,0.052,0.14,0.99475,6.2,27.0,3.21,5.0,4.8,0.48,128.0,0.33,1
2551,9.5,0.045,0.42,0.99544,6.3,62.0,3.2,6.0,7.1,0.53,209.0,0.26,1
2552,9.4,0.046,0.52,0.9966,6.6,8.0,3.07,5.0,11.3,0.46,110.0,0.36,1
2553,11.2,0.043,0.42,0.99066,6.3,63.0,3.13,7.0,1.1,0.72,146.0,0.13,1
2554,11.2,0.043,0.44,0.9907,6.4,67.0,3.14,7.0,1.2,0.73,150.0,0.15,1
2555,11.2,0.043,0.42,0.99066,6.3,63.0,3.13,7.0,1.1,0.72,146.0,0.13,1
2557,11.2,0.043,0.44,0.9907,6.4,67.0,3.14,7.0,1.2,0.73,150.0,0.15,1
2558,11.2,0.043,0.42,0.99066,6.3,63.0,3.13,7.0,1.1,0.72,146.0,0.13,1
2560,11.1,0.03,0.26,0.99106,6.9,11.0,3.06,6.0,2.3,0.42,103.0,0.32,1
2561,9.6,0.052,0.22,0.99696,6.9,36.0,3.08,5.0,10.0,0.46,131.0,0.28,1
2562,11.1,0.03,0.26,0.99106,6.9,11.0,3.06,6.0,2.3,0.42,103.0,0.32,1
2564,10.6,0.037,0.16,0.99167,6.6,28.0,2.95,6.0,1.4,0.45,160.0,0.41,1
2565,8.9,0.048,0.16,0.99902,7.3,59.0,3.13,5.0,14.9,0.45,240.0,0.37,1
2566,12.3,0.021,0.24,0.98992,6.9,17.0,3.15,7.0,1.8,0.46,80.0,0.21,1
2567,11.4,0.028,0.28,0.99182,6.6,39.0,3.34,5.0,1.8,0.46,132.0,0.24,1
2568,9.6,0.043,0.36,0.99556,6.8,60.0,3.16,6.0,7.0,0.49,207.0,0.28,1
2569,10.3,0.034,0.24,0.99582,6.6,25.0,3.33,6.0,8.6,0.59,135.0,0.24,1
2570,11.4,0.028,0.28,0.99182,6.6,39.0,3.34,5.0,1.8,0.46,132.0,0.24,1
2571,12.1,0.032,0.32,0.98972,7.0,29.0,3.23,6.0,1.1,0.36,80.0,0.16,1
2572,9.9,0.026,0.28,0.99352,7.0,10.0,3.46,5.0,1.3,0.45,56.0,0.14,1
2573,9.7,0.035,0.36,0.9946,6.3,31.0,3.15,5.0,4.9,0.49,185.0,0.34,1
2574,10.5,0.043,0.24,0.99273,6.8,70.0,3.18,5.0,1.9,0.52,154.0,0.26,1
2576,9.4,0.039,0.4,0.99582,6.5,74.0,3.18,5.0,10.0,0.5,227.0,0.27,1
2577,9.6,0.037,0.36,0.99553,6.7,63.0,3.18,5.0,8.6,0.5,206.0,0.25,1
2578,12.6,0.014,0.27,0.98914,5.8,45.0,3.4,7.0,1.7,0.56,104.0,0.3,1
2581,9.0,0.062,0.3,0.99808,6.8,19.0,3.0,7.0,12.8,0.52,171.0,0.18,1
2582,9.0,0.062,0.3,0.99808,6.8,19.0,3.0,7.0,12.8,0.52,171.0,0.18,1
2583,9.0,0.062,0.3,0.99808,6.8,19.0,3.0,7.0,12.8,0.52,171.0,0.18,1
2584,9.0,0.062,0.3,0.99808,6.8,19.0,3.0,7.0,12.8,0.52,171.0,0.18,1
2585,9.0,0.062,0.3,0.99808,6.8,19.0,3.0,7.0,12.8,0.52,171.0,0.18,1
2586,9.0,0.062,0.3,0.99808,6.8,19.0,3.0,7.0,12.8,0.52,171.0,0.18,1
2587,9.2,0.039,0.25,0.9919,5.1,15.0,3.22,6.0,0.7,0.43,89.0,0.14,1
2588,9.0,0.062,0.3,0.99808,6.8,19.0,3.0,7.0,12.8,0.52,171.0,0.18,1
2589,9.7,0.068,0.1,0.99499,7.2,25.0,3.2,4.0,1.4,0.48,154.0,0.615,1
2590,10.1,0.05,0.28,0.99655,6.9,47.0,3.34,6.0,13.3,0.42,132.0,0.13,1
2591,11.0,0.059,0.3,0.99615,6.7,24.0,3.46,7.0,8.5,0.64,152.0,0.34,1
2592,10.8,0.038,0.29,0.99296,7.3,32.0,3.2,5.0,1.5,0.55,144.0,0.32,1
2593,10.8,0.048,0.29,0.99482,6.3,49.0,3.22,5.0,11.7,0.38,147.0,0.21,1
2595,10.6,0.042,0.34,0.99366,8.2,18.0,3.24,5.0,1.2,0.39,167.0,0.52,1
2596,9.8,0.046,0.31,0.99434,7.8,28.0,3.23,5.0,2.1,0.64,208.0,0.28,1
2597,11.7,0.023,0.34,0.98958,6.4,56.0,3.18,6.0,1.4,0.7,115.0,0.22,1
2598,9.8,0.046,0.31,0.99434,7.8,28.0,3.23,5.0,2.1,0.64,208.0,0.28,1
2599,9.0,0.034,0.27,0.99938,6.9,58.0,3.34,6.0,16.0,0.6,185.0,0.32,1
2600,11.3,0.042,0.42,0.99059,6.8,51.0,3.18,7.0,1.1,0.74,132.0,0.11,1
2601,9.4,0.031,0.32,0.99835,6.2,64.0,3.31,5.0,15.3,0.61,185.0,0.26,1
2602,11.7,0.023,0.34,0.98958,6.4,56.0,3.18,6.0,1.4,0.7,115.0,0.22,1
2603,11.3,0.025,0.29,0.99159,6.7,37.0,3.31,7.0,2.8,0.63,107.0,0.3,1
2604,11.3,0.025,0.29,0.99159,6.7,37.0,3.31,7.0,2.8,0.63,107.0,0.3,1
2605,12.0,0.019,0.3,0.98931,7.1,4.0,3.2,6.0,0.9,0.36,28.0,0.2,1
2606,10.6,0.028,0.36,0.9938,7.2,22.0,3.48,6.0,2.5,0.49,157.0,0.2,1
2607,10.8,0.024,0.33,0.99558,8.9,47.0,3.13,6.0,8.1,0.46,202.0,0.26,1
2608,10.8,0.024,0.32,0.99563,7.5,53.0,3.12,6.0,8.2,0.46,209.0,0.25,1
2609,12.0,0.019,0.3,0.98931,7.1,4.0,3.2,6.0,0.9,0.36,28.0,0.2,1
2610,9.4,0.053,0.46,0.99691,6.3,44.0,3.18,5.0,11.1,0.67,177.0,0.27,1
2611,9.4,0.038,0.39,0.9959,6.5,61.0,3.19,5.0,7.8,0.5,219.0,0.3,1
2612,11.3,0.025,0.29,0.99159,6.7,37.0,3.31,7.0,2.8,0.63,107.0,0.3,1
2613,9.4,0.05,0.52,0.99628,6.6,29.0,3.07,5.0,10.1,0.4,140.0,0.36,1
2614,12.0,0.021,0.37,0.99076,6.15,20.0,3.39,5.0,3.2,0.47,80.0,0.21,1
2615,10.3,0.039,0.41,0.99678,6.5,47.0,3.28,7.0,14.2,0.72,129.0,0.18,1
2616,10.3,0.039,0.41,0.99678,6.5,47.0,3.28,7.0,14.2,0.72,129.0,0.18,1
2617,10.3,0.039,0.41,0.99678,6.5,47.0,3.28,7.0,14.2,0.72,129.0,0.18,1
2618,11.3,0.026,0.21,0.99089,6.6,48.0,3.22,7.0,2.9,0.38,126.0,0.26,1
2619,9.4,0.063,0.35,0.99537,6.6,31.0,3.1,6.0,6.0,0.47,150.0,0.35,1
2621,9.4,0.05,0.52,0.99628,6.6,29.0,3.07,5.0,10.1,0.4,140.0,0.36,1
2622,11.3,0.026,0.21,0.99089,6.6,48.0,3.22,7.0,2.9,0.38,126.0,0.26,1
2623,10.3,0.039,0.41,0.99678,6.5,47.0,3.28,7.0,14.2,0.72,129.0,0.18,1
2624,12.0,0.021,0.37,0.99076,6.15,20.0,3.39,5.0,3.2,0.47,80.0,0.21,1
2626,10.4,0.033,0.26,0.99316,8.0,36.0,3.44,7.0,1.7,0.51,136.0,0.24,1
2627,10.7,0.029,0.23,0.99272,7.8,39.0,3.37,7.0,1.7,0.41,128.0,0.17,1
2628,10.2,0.03,0.24,0.99636,7.0,42.0,3.47,6.0,9.0,0.46,219.0,0.24,1
2630,10.5,0.027,0.26,0.99148,5.9,23.0,3.3,6.0,1.4,0.36,109.0,0.445,1
2631,11.7,0.012,0.28,0.99064,6.7,36.0,3.26,7.0,2.4,0.39,100.0,0.28,1
2632,8.6,0.065,0.2,0.99884,6.8,61.0,3.13,5.0,16.0,0.45,186.0,0.44,1
2633,9.0,0.034,0.27,0.99773,7.2,40.0,3.2,5.0,11.4,0.44,174.0,0.24,1
2635,12.8,0.062,0.26,0.98974,8.2,26.0,3.1,6.0,2.1,0.47,87.0,0.32,1
2636,9.0,0.034,0.27,0.99773,7.2,40.0,3.2,5.0,11.4,0.44,174.0,0.24,1
2638,11.8,0.023,0.38,0.99112,7.5,42.0,3.28,6.0,1.1,0.53,104.0,0.13,1
2639,11.6,0.034,0.37,0.99136,9.2,36.0,3.05,6.0,1.1,0.55,84.0,0.14,1
2640,11.8,0.028,0.37,0.99132,7.4,28.0,3.14,6.0,1.2,0.61,89.0,0.2,1
2641,10.6,0.042,0.35,0.99642,6.1,55.0,3.24,5.0,15.8,0.37,158.0,0.15,1
2642,9.7,0.066,0.4,0.99488,7.6,14.0,3.17,5.0,5.2,0.8,91.0,0.23,1
2643,10.3,0.047,0.22,0.99527,8.1,24.0,3.22,5.0,5.2,0.47,151.0,0.33,1
2645,10.1,0.048,0.3,0.99352,6.7,38.0,3.33,7.0,5.2,0.44,113.0,0.12,1
2647,9.3,0.037,0.28,0.99198,5.8,43.0,3.24,5.0,0.8,0.51,127.0,0.15,1
2648,10.2,0.057,0.29,0.99756,6.6,29.0,3.33,6.0,14.45,0.54,144.0,0.23,1
2650,9.5,0.066,0.39,0.99561,7.0,43.0,3.11,5.0,6.9,0.53,162.0,0.34,1
2652,12.9,0.018,0.31,0.98936,7.3,45.0,3.06,7.0,2.3,0.34,80.0,0.22,1
2653,8.7,0.042,0.27,0.99786,6.4,45.0,3.14,5.0,11.0,0.46,148.0,0.28,1
2655,10.1,0.034,0.23,0.9942,6.8,71.0,3.23,5.0,5.1,0.69,204.0,0.19,1
2656,10.0,0.039,0.24,0.9948,7.1,60.0,3.19,4.0,5.4,0.78,196.0,0.23,1
2657,11.1,0.05,0.42,0.99116,6.45,51.0,3.27,7.0,1.2,0.69,129.0,0.14,1
2658,10.3,0.052,0.44,0.99688,6.5,65.0,3.26,7.0,12.6,0.7,158.0,0.15,1
2659,12.2,0.033,0.34,0.98974,7.1,27.0,3.24,6.0,1.0,0.41,73.0,0.15,1
2660,9.3,0.067,0.34,0.99542,6.7,35.0,3.11,6.0,6.6,0.48,156.0,0.33,1
2661,11.3,0.041,0.26,0.99154,7.2,46.0,3.19,6.0,1.5,0.56,178.0,0.3,1
2662,10.8,0.043,0.33,0.99118,7.0,46.0,3.04,6.0,1.0,0.65,110.0,0.23,1
2664,12.5,0.03,0.34,0.9914,6.2,36.0,3.32,7.0,6.6,0.45,91.0,0.21,1
2665,9.3,0.05,0.41,0.9979,8.3,15.0,3.39,5.0,8.2,0.49,122.0,0.4,1
2666,12.9,0.03,0.31,0.98892,5.9,38.0,3.4,7.0,2.0,0.41,142.0,0.34,1
2667,11.2,0.039,0.25,0.99114,6.6,21.0,3.2,7.0,1.4,0.45,131.0,0.12,1
2669,9.3,0.046,0.4,0.99583,6.8,45.0,3.2,5.0,7.5,0.49,179.0,0.26,1
2670,12.9,0.03,0.31,0.98892,5.9,38.0,3.4,7.0,2.0,0.41,142.0,0.34,1
2671,12.9,0.03,0.3,0.98892,5.9,38.0,3.41,7.0,2.0,0.41,142.0,0.3,1
2672,9.5,0.049,0.3,0.99704,7.0,46.0,3.2,7.0,13.3,0.36,120.0,0.15,1
2673,11.9,0.037,0.31,0.9911,7.9,5.0,3.19,6.0,2.85,0.36,24.0,0.37,1
2674,10.3,0.032,0.25,0.99334,7.2,23.0,2.93,7.0,5.6,0.66,120.0,0.35,1
2675,10.3,0.033,0.24,0.99334,7.2,23.0,2.92,7.0,5.6,0.66,120.0,0.32,1
2676,11.2,0.031,0.33,0.99094,7.6,33.0,3.06,6.0,1.0,0.68,93.0,0.1,1
2677,12.0,0.03,0.31,0.99014,6.2,32.0,3.18,6.0,3.2,0.31,150.0,0.25,1
2678,9.6,0.042,0.17,0.99304,7.1,21.0,3.13,5.0,1.0,0.4,144.0,0.31,1
2679,9.2,0.041,0.28,0.99652,7.6,29.0,3.2,6.0,7.1,0.42,110.0,0.18,1
2680,12.9,0.029,0.29,0.98944,8.0,52.0,3.03,6.0,2.4,0.33,119.0,0.17,1
2681,9.3,0.061,0.27,0.99772,7.2,46.0,2.99,6.0,11.2,0.59,149.0,0.19,1
2682,12.1,0.03,0.25,0.99367,7.6,15.0,3.1,6.0,9.5,0.44,136.0,0.32,1
2683,9.6,0.042,0.17,0.99304,7.1,21.0,3.13,5.0,1.0,0.4,144.0,0.31,1
2684,11.2,0.026,0.29,0.99183,6.6,35.0,3.37,6.0,1.8,0.48,128.0,0.21,1
2685,11.2,0.029,0.36,0.99126,7.0,28.0,3.11,7.0,2.6,0.37,98.0,0.16,1
2686,12.9,0.029,0.29,0.98944,8.0,52.0,3.03,6.0,2.4,0.33,119.0,0.17,1
2687,9.2,0.042,0.38,0.99577,6.6,56.0,3.21,5.0,8.0,0.46,187.0,0.24,1
2688,9.3,0.061,0.27,0.99772,7.2,46.0,2.99,6.0,11.2,0.59,149.0,0.19,1
2689,9.2,0.041,0.28,0.99652,7.6,29.0,3.2,6.0,7.1,0.42,110.0,0.18,1
2690,9.3,0.041,0.25,0.99428,6.9,26.0,3.18,6.0,3.3,0.5,124.0,0.3,1
2691,10.7,0.03,0.27,0.99388,6.2,26.0,3.2,6.0,10.3,0.36,108.0,0.28,1
2692,9.8,0.024,0.32,0.99208,6.9,20.0,3.05,6.0,1.2,0.54,166.0,0.31,1
2693,10.3,0.036,0.25,0.99256,6.7,28.0,3.3,6.0,1.6,0.54,143.0,0.23,1
2694,10.7,0.03,0.27,0.99388,6.2,26.0,3.2,6.0,10.3,0.36,108.0,0.28,1
2695,11.3,0.025,0.28,0.9925,5.7,26.0,3.28,6.0,9.65,0.38,121.0,0.23,1
2696,8.8,0.048,0.5,0.99904,6.5,36.0,3.02,6.0,16.4,0.49,182.0,0.22,1
2697,10.8,0.043,0.37,0.99216,7.0,16.0,3.18,5.0,1.5,0.5,104.0,0.18,1
2698,9.8,0.024,0.32,0.99208,6.9,20.0,3.05,6.0,1.2,0.54,166.0,0.31,1
2699,9.3,0.041,0.25,0.99428,6.9,26.0,3.18,6.0,3.3,0.5,124.0,0.3,1
2700,11.5,0.027,0.31,0.99165,6.5,15.0,3.26,7.0,5.0,0.6,72.0,0.46,1
2701,8.8,0.038,0.36,0.99924,6.5,43.0,3.26,5.0,16.3,0.41,133.0,0.23,1
2702,8.8,0.038,0.36,0.99924,6.5,43.0,3.26,5.0,16.3,0.41,133.0,0.23,1
2703,8.8,0.038,0.36,0.99924,6.5,43.0,3.26,5.0,16.3,0.41,133.0,0.23,1
2706,9.6,0.045,0.39,0.9972,7.5,59.0,3.16,6.0,10.2,0.63,209.0,0.28,1
2707,8.8,0.038,0.36,0.99924,6.5,43.0,3.26,5.0,16.3,0.41,133.0,0.23,1
2708,9.3,0.044,0.42,0.9958,6.8,56.0,3.22,6.0,7.4,0.48,189.0,0.23,1
2709,8.9,0.044,0.34,0.99976,7.8,66.0,3.22,5.0,13.7,0.75,184.0,0.25,1
2710,8.9,0.044,0.34,0.99976,7.8,66.0,3.22,5.0,13.7,0.75,184.0,0.25,1
2712,9.1,0.045,0.44,0.9957,6.4,47.0,3.24,5.0,7.4,0.46,182.0,0.21,1
2713,9.3,0.044,0.42,0.9958,6.8,56.0,3.22,6.0,7.4,0.48,189.0,0.23,1
2714,9.4,0.043,0.37,0.99579,6.8,59.0,3.2,6.0,7.45,0.5,188.0,0.24,1
2715,10.1,0.04,0.28,0.99541,7.8,46.0,3.14,6.0,7.2,0.6,179.0,0.25,1
2716,8.9,0.044,0.34,0.99976,7.8,66.0,3.22,5.0,13.7,0.75,184.0,0.25,1
2717,10.8,0.046,0.29,0.99518,6.8,59.0,3.2,6.0,10.4,0.4,143.0,0.16,1
2718,10.0,0.028,0.29,0.99168,5.2,18.0,3.24,6.0,1.1,0.54,69.0,0.28,1
2719,10.9,0.029,0.31,0.99276,7.5,53.0,3.03,6.0,6.5,0.38,160.0,0.18,1
2720,12.0,0.027,0.3,0.99085,7.5,29.0,3.15,7.0,4.6,0.38,92.0,0.26,1
2722,12.3,0.03,0.27,0.99172,7.6,32.0,3.22,7.0,5.2,0.62,101.0,0.4,1
2723,10.4,0.038,0.25,0.99312,7.5,29.0,3.45,6.0,1.7,0.56,129.0,0.26,1
2724,10.9,0.029,0.31,0.99276,7.5,53.0,3.03,6.0,6.5,0.38,160.0,0.18,1
2725,10.5,0.045,0.32,0.9972,6.9,62.0,3.22,5.0,16.4,0.42,153.0,0.23,1
2726,9.8,0.036,0.31,0.99278,5.3,22.0,3.41,6.0,3.6,0.5,91.0,0.2,1
2727,10.5,0.041,0.31,0.99092,6.5,34.0,3.06,6.0,1.5,0.46,121.0,0.17,1
2729,11.4,0.035,0.31,0.99053,6.5,24.0,3.27,7.0,1.7,0.69,79.0,0.29,1
2730,9.2,0.06,0.22,0.99858,6.8,41.0,3.18,5.0,6.2,0.51,190.0,0.3,1
2731,9.7,0.051,0.36,0.9984,7.9,30.0,3.09,5.0,6.2,0.53,173.0,0.51,1
2732,10.0,0.049,0.34,0.99335,7.9,13.0,3.09,5.0,2.6,0.51,135.0,0.51,1
2733,11.4,0.035,0.31,0.99053,6.5,24.0,3.27,7.0,1.7,0.69,79.0,0.29,1
2734,10.3,0.048,0.28,0.9949,7.1,50.0,3.13,6.0,9.3,0.49,141.0,0.29,1
2736,10.5,0.041,0.31,0.99092,6.5,34.0,3.06,6.0,1.5,0.46,121.0,0.17,1
2737,9.8,0.047,0.28,0.99532,7.4,29.0,3.16,7.0,9.1,0.47,95.0,0.2,1
2738,9.3,0.067,0.42,0.99727,6.9,24.0,3.19,5.0,12.0,0.34,131.0,0.615,1
2739,12.4,0.034,0.28,0.99026,6.8,25.0,3.08,7.0,4.8,0.47,100.0,0.32,1
2740,9.3,0.048,0.19,0.99668,6.3,54.0,3.16,6.0,12.3,0.42,145.0,0.2,1
2741,9.3,0.067,0.42,0.99727,6.9,24.0,3.19,5.0,12.0,0.34,131.0,0.615,1
2742,9.5,0.048,0.28,0.9952,8.0,49.0,3.26,6.0,2.7,0.72,165.0,0.23,1
2743,10.5,0.034,0.33,0.99144,6.7,9.0,3.08,6.0,3.6,0.4,45.0,0.27,1
2744,10.5,0.034,0.33,0.99144,6.7,9.0,3.08,6.0,3.6,0.4,45.0,0.27,1
2745,12.8,0.032,0.22,0.99015,6.7,19.0,3.26,7.0,4.3,0.53,99.0,0.44,1
2746,10.8,0.045,0.3,0.9914,7.0,44.0,2.99,6.0,1.8,0.45,142.0,0.34,1
2747,10.0,0.057,0.33,0.99693,7.3,48.0,3.1,6.0,11.8,0.55,127.0,0.26,1
2749,10.0,0.057,0.33,0.99693,7.3,48.0,3.1,6.0,11.8,0.55,127.0,0.26,1
2751,12.0,0.036,0.36,0.99006,6.8,38.0,3.19,6.0,1.4,0.66,108.0,0.17,1
2752,12.6,0.025,0.3,0.99126,7.1,15.0,3.18,6.0,6.6,0.46,138.0,0.43,1
2754,10.6,0.027,0.28,0.98985,5.9,5.0,3.13,5.0,0.7,0.32,28.0,0.17,1
2755,9.2,0.082,0.18,0.9971,6.6,47.0,3.42,5.0,6.4,0.48,240.0,0.34,1
2756,10.0,0.059,0.34,0.99882,8.6,42.0,3.17,6.0,11.8,0.52,240.0,0.33,1
2757,9.2,0.038,0.26,0.99477,5.6,18.0,3.36,5.0,4.3,0.46,97.0,0.12,1
2758,9.3,0.039,0.26,0.99478,5.8,19.0,3.36,6.0,5.1,0.47,103.0,0.13,1
2759,10.2,0.055,0.35,0.99576,7.7,25.0,3.24,6.0,5.8,0.54,144.0,0.18,1
2760,10.2,0.054,0.36,0.99578,7.7,25.0,3.25,6.0,5.9,0.54,148.0,0.16,1
2761,8.7,0.06,0.15,0.99354,6.0,51.0,3.14,5.0,1.3,0.51,154.0,0.26,1
2762,10.7,0.05,0.35,0.99244,7.3,8.0,3.24,5.0,1.4,0.42,163.0,0.32,1
2763,12.1,0.048,0.34,0.99084,7.7,4.0,3.18,6.0,1.2,0.34,119.0,0.3,1
2764,9.5,0.05,0.3,0.99612,7.9,58.0,3.12,6.0,7.4,0.37,152.0,0.16,1
2765,11.2,0.028,0.29,0.99356,6.4,17.0,3.18,6.0,10.8,0.37,118.0,0.27,1
2766,12.0,0.034,0.37,0.98952,6.9,36.0,2.93,6.0,1.8,0.59,95.0,0.16,1
2767,9.5,0.05,0.3,0.99612,7.9,58.0,3.12,6.0,7.4,0.37,152.0,0.16,1
2768,12.1,0.048,0.34,0.99084,7.7,4.0,3.18,6.0,1.2,0.34,119.0,0.3,1
2769,10.7,0.05,0.35,0.99244,7.3,8.0,3.24,5.0,1.4,0.42,163.0,0.32,1
2770,8.8,0.048,0.44,0.99955,6.4,29.0,3.26,7.0,14.4,0.54,228.0,0.44,1
2772,13.1,0.026,0.32,0.9892,6.2,39.0,3.31,7.0,3.6,0.37,138.0,0.29,1
2773,12.5,0.035,0.32,0.99144,7.6,22.0,3.08,7.0,3.6,0.6,93.0,0.39,1
2777,11.3,0.043,0.36,0.99237,7.6,24.0,3.29,6.0,1.9,0.54,111.0,0.2,1
2778,12.5,0.035,0.32,0.99144,7.6,22.0,3.08,7.0,3.6,0.6,93.0,0.39,1
2779,11.4,0.025,0.37,0.99022,6.7,42.0,3.11,5.0,1.65,0.45,103.0,0.2,1
2780,12.2,0.036,0.34,0.99032,6.2,4.0,3.4,5.0,1.9,0.44,117.0,0.235,1
2782,10.4,0.053,0.31,0.99587,7.1,32.0,3.31,6.0,6.85,0.59,211.0,0.2,1
2783,10.4,0.053,0.31,0.99587,7.1,32.0,3.31,6.0,7.4,0.59,211.0,0.2,1
2784,10.4,0.053,0.31,0.99587,7.1,32.0,3.31,6.0,7.4,0.59,211.0,0.2,1
2786,12.2,0.034,0.36,0.99354,8.0,8.0,3.05,6.0,11.0,0.41,70.0,0.3,1
2788,9.4,0.066,0.42,0.99552,6.9,41.0,3.12,5.0,6.2,0.54,176.0,0.4,1
2789,9.4,0.065,0.43,0.99552,6.9,42.0,3.11,5.0,6.2,0.53,178.0,0.4,1
2790,10.4,0.053,0.31,0.99587,7.1,32.0,3.31,6.0,6.85,0.59,211.0,0.2,1
2791,9.2,0.047,0.51,0.99604,6.6,61.0,3.22,5.0,8.0,0.49,189.0,0.25,1
2792,9.4,0.046,0.44,0.99584,6.8,52.0,3.2,5.0,8.2,0.51,183.0,0.26,1
2793,13.5,0.033,0.3,0.98894,6.5,39.0,3.22,7.0,2.2,0.53,107.0,0.37,1
2794,9.4,0.053,0.53,0.9963,6.8,37.0,3.07,5.0,10.1,0.4,151.0,0.35,1
2796,13.5,0.033,0.3,0.98894,6.5,39.0,3.22,7.0,2.2,0.53,107.0,0.37,1
